tweet,final_label
im home videoke at funtime yey got loads of tickets nyahahaha,NEUTRAL
nothing like waking up slow in the morning docs appt today,NEUTRAL
tanya is jealous because im mikes new favorite its because he tried to kiss me over the weekendpictures to follow at sxcom,NEUTRAL
im slightly disturbed by hollyoaks tonight i really dont think its something that should have been shown at pm,NEGATIVE
sad that when fitness center reopens will not have our zumba class anymore just found out today on our last class before closure,NEGATIVE
h im gonna go in the big house now borrow my sis guitar and play and maybe write,NEUTRAL
morning coffee and fresh air,POSITIVE
oh is it good ive been wanting to watch that movie but nooobody would watch it wme,NEGATIVE
sleeeeeeeepy im off goodnight twitterverse,NEUTRAL
go into an antigravity chamber then you can tell gravity to suck it,NEUTRAL
off to friendss for theree birthdayy x,NEUTRAL
httptwitpiccomwe summer is here,NEUTRAL
demi just say hi to me and its enough just replay to me please love you so much,POSITIVE
boo im lonely and bored,NEGATIVE
it hurts to breathe again why,NEGATIVE
off to the dream world to battle the evil spork horde later folks,NEUTRAL
waaaaayyyyy too hot for that,NEGATIVE
so i always get left out,NEGATIVE
again surely the uploading could wait until you got home im all about enjoying the party when you can,POSITIVE
might start spanishany min nownope just cant do it,NEUTRAL
yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,NEGATIVE
talkshow with larry then cage,NEUTRAL
why does it take so long to install sbs,NEGATIVE
have to go to work typical sunshine and deep sleep stupid friday,NEGATIVE
uhknee,NEUTRAL
i saw a squirrel get hit by a car while walking to bart this morningwondering if there was anything i could have done,NEUTRAL
just got my first lesson in when rain meets my white shirt if one more man tells me they like my bra on more time smh,NEUTRAL
at tempe marketplace waiting to see star trek,NEUTRAL
all you have to do is have your boyfriend say something for me so i can hear his accent,NEUTRAL
degrees and a crappy ac,NEGATIVE
stuck on nj transit for the past twenty minutes great way to start the week,NEUTRAL
playing the simpsons game for nitentdo ds light,NEUTRAL
pleaseee give me a shoutout love georgia uk,POSITIVE
thats exactly why i prefer to give money and play outside the house stupid internet connection always ruining my instances wow,NEUTRAL
i am having a pretty good time at work talking with one on the gymnastics gils,NEUTRAL
just had an iced coffee christ that tasted nasty,NEGATIVE
haha yeah i think its a bit of both,NEUTRAL
angus down in first set httpyfrogcomjsepj,NEUTRAL
he steals my stuff buries them under fence embarassing when its the man returning them not much i can do about frogs,NEGATIVE
word to all those i call mom and there are a lot of yall happy mothers day i love you all,POSITIVE
i know how you feel darian is in la with bam and i am missing him terribly and i wont see him until sunday,NEGATIVE
i dont wanna be single the rest of my life,POSITIVE
the john lennon poster my inner fan girl is dancing with joy,POSITIVE
httptwitpiccomtw square b she is sad because she wasnt there and now shes well square crocheted bee with poly fibe,NEGATIVE
is boiling in the office air con any,NEUTRAL
im so ready for the weekend did you see all the flash flood warnings for around here,NEUTRAL
hollyoaks the curse of justin strikes again date the burton and end up screwed poor sod,NEGATIVE
hmm im disappointed i made servings and i am only able to enjoy one because my stomach is now full wishing i had company to help,NEUTRAL
not there but wish i were,NEUTRAL
ahh dave canada isnt included thats okay we still love ya lets get this,POSITIVE
no nothing wrong with thinking hes hot but he belongs to me,POSITIVE
morning welcome new followers i tweet business pleasure so just fair warning,POSITIVE
ibood down,NEUTRAL
j sorry about the bad night hopefully my workout updates gave you a little humor in your night,NEUTRAL
kid congrats im still jobless,NEUTRAL
heyyy how are you todayy,NEUTRAL
yucky we had our last soccer game of the season todaytryouts start friday,NEGATIVE
im a reagan con according to this quiz httpquizfarmcomrunphpquizrunner,NEUTRAL
search ryan carera josh kelley theyre really good,POSITIVE
so happy that its finally may the indy was there for the horrors of yet i still remain held captive by indys spirit,POSITIVE
cant set up my phone on twitter,NEUTRAL
loll whats boyfriend supposed to mean then its to cold,NEGATIVE
thers not many peole tweeting tonight well suppose it is fridayevry normal person is out partyin but im skint,NEGATIVE
yolonda i went swimming with my phone at the beach lol and so i lost all my contacts,NEUTRAL
main event has not happened yet but he is doing well so far,POSITIVE
sad to be leaving so soon,NEGATIVE
if you ever need some help with the podcasters emporium let me know,NEUTRAL
ok this is a lot more boring then i thought and matt has me on lockdown bc of moolah,NEGATIVE
wish all the mother in the flatworld have a happy awesome mothers day,POSITIVE
congrats to dave anna surprise proposal at the enzian theater in orlando httpqikcomvideo,POSITIVE
hey i wont be coming to town this weekend because i dont have a day off until next friday,NEUTRAL
is so bored,NEGATIVE
innh night bud,NEUTRAL
singz so i think im jst abt done being ur girrrlfriendim leavinim leavin jst love cm,NEUTRAL
hey haha yep that was me negative comments get me reallllyyy mad so i always defend them haha,NEUTRAL
just got home from work and tired,NEGATIVE
i spent the whole day shopping with aiza i dont really like shopping still i had fun but my feet didnt,NEUTRAL
no ones coming in,NEUTRAL
i thought ur account was fake but its true sorry david,NEUTRAL
my brain is gonna explode a minute from now it is full of numbers this should be the cliiimb j im climbing the mt numbers,NEGATIVE
going to buffalo wild wings to meet up with my best friends i havent seen in forever too bad i cant eat the food,NEGATIVE
i had bad net issues on weds so couldnt broadcast am on tonight tho tune in for new anthems and bad mixing,NEGATIVE
c i cant find the original on blipfm and the ex models version not so much,NEGATIVE
fantastic pick up a for me,POSITIVE
basil will be the highlight of my day ive just had an old man lecture me on the greatness of the telegraph what an idiot,NEUTRAL
happy mothers day to all mothers every where,POSITIVE
is bored my bff doesnt want to hang out,NEGATIVE
and great seein you guys today you look so happy love it lets hang out soon love yall,POSITIVE
yes please and check out your position on the locations map when added httpbitlyttvn,POSITIVE
wow justin timberlake on snl tonight was hilarious you gotta love that dude,POSITIVE
i am listening to the music of super juniors of korea i so like the way they sing and dance i hope someday i can meet them,POSITIVE
plus it is going to clash with ugly betty when channel shows season next month as well grrr,NEGATIVE
sending angry vibes to the individual in a blue vehicle who hit my car in the qfc parking lot on broad and failed to leave a note,NEGATIVE
what where are u guys going,NEUTRAL
but i love adriana,POSITIVE
thanks for the retweet man having a quiet sunday morning hows yours,POSITIVE
has been kinda nice break but it wont matter soon ill be in grad school,POSITIVE
fun webcamming with caroooo,POSITIVE
thinks coast capital sent her work number to telemarketers,NEUTRAL
misscbw sorry its been one hell of a day i has flooding,NEGATIVE
okay as long as youre all right,NEUTRAL
thank you for that i know it,POSITIVE
my coffee got cold blah,NEGATIVE
enjoy the laker game for me guys since ill be at work,POSITIVE
oh kimmy really i give you one week from when you get home to hangout with me i better get to see you,POSITIVE
taking horse pills hoping i can get some sleep tonight,POSITIVE
oh thats star trek going on the th already woo,POSITIVE
not sure if i can use my neko tix for sunday night may be offering them to someone else youll all be the first to know if interested,NEUTRAL
finally leaving this place woohoo school time,POSITIVE
waiting for raimis new horror flick drag me to hell im really excited for this too bad its not in amcmain in kc,NEUTRAL
that would be most welcome,POSITIVE
my siblings left me alone bored,NEGATIVE
glad ts brought it sorry about ur foot shortyur gonna have to relax wit the heels,NEGATIVE
oh no my fan broke noooooooooooo great now i have to swelter in the heat i like heatish but it hot my laptop warm as well,NEGATIVE
got the cofo to late didnt close today will close mondayback out to meet a buyer tonight to show a few homes to,NEUTRAL
aww man i left all my laffy taffys at work,NEUTRAL
is way too sleepy to be awake,NEUTRAL
hello twitters,NEUTRAL
huffy is not having a good day night or life poor baby,NEGATIVE
finally at home who decides its time for more work at on the friday of a long weekend apparently my client,NEUTRAL
for sure you and your wife seem like cool cats,POSITIVE
ed is awake but andy doesnt feel so hot so shes still sleeping,NEUTRAL
wrong button my music biz building that is,NEUTRAL
e aw well im sorry you dont like july for those reasons,NEGATIVE
drinking tea and eating choc chip cookies going to head to sleep soon night all,NEUTRAL
i loved johnny carson now im going to hate seeing jay leno go,NEGATIVE
wishing all the moms in the world a very happy and relaxing mothers day may you get to spend the day with your feet up being pampered,POSITIVE
its realy booooooring my book is on the side im not studyin for sure,NEGATIVE
